20170413-0,20.30
20170527-23,21.99
20170528-0,19.54
20170528-1,18.09
20170528-2,17.11
20170528-3,16.20
20170528-4,15.98
20170528-5,15.60
20170528-6,13.91
20170528-7,16.90
20170528-8,20.38
20170528-9,21.99
20170528-10,22.83
20170528-11,23.72
20170528-12,24.35
20170528-13,24.69
20170528-14,24.65
20170528-15,24.53
20170528-16,24.88
20170528-17,25.62
20170528-18,25.12
20170528-19,25.56
20170528-20,26.01
20170528-21,25.75
20170528-22,22.65
20170528-23,19.99
20170529-0,18.30
20170529-1,16.46
20170529-2,15.06
20170529-3,14.90
20170529-4,13.79
20170529-5,14.12
20170529-6,14.04
20170529-7,16.85
20170529-8,20.46
20170529-9,22.14
20170529-10,23.07
20170529-11,24.38
20170529-12,26.46
20170529-13,28.54
20170529-14,28.75
20170529-15,28.74
20170529-16,29.99
20170529-17,31.46
20170529-18,29.56
20170529-19,29.11
20170529-20,30.14
20170529-21,30.04
20170529-22,22.77
20170529-23,20.79
20170530-0,19.35
20170530-1,18.63
20170530-2,17.06
20170530-3,16.12
20170530-4,16.78
20170530-5,18.69
20170530-6,20.88
20170530-7,22.35
20170530-8,23.80
20170530-9,24.87
20170530-10,26.68
20170530-11,28.17
20170530-12,29.99
20170530-13,29.55
20170530-14,29.64
20170530-15,30.70
20170530-16,31.04
20170530-17,31.10
20170530-18,28.68
20170530-19,28.20
20170530-20,30.63
20170530-21,28.00
20170530-22,22.23
20170530-23,19.63
20170531-0,19.48
20170531-1,18.54
20170531-2,17.41
20170531-3,16.55
20170531-4,18.08
20170531-5,19.91
20170531-6,21.85
20170531-7,23.93
20170531-8,24.98
20170531-9,26.48
20170531-10,28.07
20170531-11,30.03
20170531-12,30.54
20170531-13,30.73
20170531-14,30.77
20170531-15,31.24
20170531-16,31.71
20170531-17,31.74
20170531-18,29.77
20170531-19,27.53
20170531-20,30.15
20170531-21,27.16
20170531-22,22.93
20170531-23,21.19
20170601-0,19.71
20170601-1,18.95
20170601-2,18.22
20170601-3,17.21
20170601-4,18.28
20170601-5,19.46
20170601-6,21.78
20170601-7,23.10
20170601-8,24.44
20170601-9,26.13
20170601-10,27.68
20170601-11,28.68
20170601-12,30.36
20170601-13,30.55
20170601-14,32.19
20170601-15,33.13
20170601-16,33.64
20170601-17,33.58
20170601-18,31.09
20170601-19,29.30
20170601-20,30.57
20170601-21,28.42
20170601-22,23.49
20170601-23,20.98
20170602-0,20.25
20170602-1,19.08
20170602-2,18.32
20170602-3,17.07
20170602-4,18.14
20170602-5,19.94
20170602-6,21.67
20170602-7,23.82
20170602-8,25.31
20170602-9,26.95
20170602-10,28.73
20170602-11,30.79
20170602-12,32.71
20170602-13,33.13
20170602-14,36.48
20170602-15,39.18
20170602-16,40.41
20170602-17,36.97
20170602-18,34.53
20170602-19,30.63
20170602-20,31.41
20170602-21,30.06
20170602-22,24.36
20170602-23,21.62
20170603-0,20.05
20170603-1,18.70
20170603-2,16.84
20170603-3,15.29
20170603-4,14.95
20170603-5,15.79
20170603-6,16.60
20170603-7,18.04
20170603-8,20.97
20170603-9,23.26
20170603-10,24.70
20170603-11,26.18
20170603-12,28.14
20170603-13,30.30
20170603-14,33.52
20170603-15,33.13
20170603-16,36.01
20170603-17,36.29
20170603-18,33.24
20170603-19,30.77
20170603-20,30.85
20170603-21,28.42
20170603-22,24.16
20170603-23,22.18
20170604-0,17.53
20170604-1,17.38
20170604-2,16.07
20170604-3,14.02
20170604-4,12.66
20170604-5,12.14
20170604-6,9.81
20170604-7,15.01
20170604-8,18.29
20170604-9,20.78
20170604-10,22.89
20170604-11,24.24
20170604-12,26.15
20170604-13,28.26
20170604-14,30.39
20170604-15,32.08
20170604-16,35.62
20170604-17,38.28
20170604-18,32.42
20170604-19,29.81
20170604-20,30.86
20170604-21,30.91
20170604-22,24.65
20170604-23,22.12
20170605-0,18.68
20170605-1,18.51
20170605-2,17.17
20170605-3,16.74
20170605-4,16.85
20170605-5,18.18
20170605-6,20.08
20170605-7,22.69
20170605-8,23.81
20170605-9,24.90
20170605-10,26.41
20170605-11,27.70
20170605-12,28.32
20170605-13,28.92
20170605-14,29.22
20170605-15,28.82
20170605-16,29.47
20170605-17,28.62
20170605-18,28.82
20170605-19,27.73
20170605-20,27.48
20170605-21,26.79
20170605-22,22.98
20170605-23,19.54
20170606-0,18.49
20170606-1,17.51
20170606-2,16.61
20170606-3,16.33
20170606-4,16.55
20170606-5,18.68
20170606-6,19.42
20170606-7,21.81
20170606-8,23.29
20170606-9,25.19
20170606-10,26.74
20170606-11,27.28
20170606-12,27.90
20170606-13,27.84
20170606-14,27.76
20170606-15,27.94
20170606-16,27.57
20170606-17,27.34
20170606-18,27.15
20170606-19,26.26
20170606-20,26.37
20170606-21,25.83
20170606-22,22.01
20170606-23,19.28
20170607-0,17.66
20170607-1,16.79
20170607-2,16.76
20170607-3,16.37
20170607-4,16.89
20170607-5,18.62
20170607-6,20.61
20170607-7,22.03
20170607-8,22.90
20170607-9,24.32
20170607-10,24.78
20170607-11,25.15
20170607-12,25.69
20170607-13,25.89
20170607-14,26.02
20170607-15,25.99
20170607-16,25.91
20170607-17,25.83
20170607-18,25.62
20170607-19,24.86
20170607-20,25.07
20170607-21,24.66
20170607-22,22.03
20170607-23,19.79
20170608-0,18.16
20170608-1,17.07
20170608-2,16.19
20170608-3,15.60
20170608-4,16.33
20170608-5,18.00
20170608-6,19.47
20170608-7,21.54
20170608-8,23.02
20170608-9,24.10
20170608-10,25.42
20170608-11,26.12
20170608-12,26.32
20170608-13,28.08
20170608-14,27.95
20170608-15,28.92
20170608-16,28.98
20170608-17,29.29
20170608-18,28.15
20170608-19,26.30
20170608-20,25.86
20170608-21,25.26
20170608-22,21.61
20170608-23,19.55
20170609-0,17.80
20170609-1,17.21
20170609-2,16.17
20170609-3,15.95
20170609-4,15.83
20170609-5,17.82
20170609-6,19.02
20170609-7,21.13
20170609-8,23.20
20170609-9,24.29
20170609-10,26.25
20170609-11,27.76
20170609-12,30.51
20170609-13,32.51
20170609-14,32.67
20170609-15,34.13
20170609-16,33.98
20170609-17,34.07
20170609-18,32.87
20170609-19,31.74
20170609-20,29.29
20170609-21,26.60
20170609-22,22.48
20170609-23,20.36
20170610-0,19.89
20170610-1,18.50
20170610-2,17.34
20170610-3,16.20
20170610-4,15.57
20170610-5,16.06
20170610-6,16.38
20170610-7,18.81
20170610-8,21.22
20170610-9,23.39
20170610-10,25.00
20170610-11,27.55
20170610-12,30.97
20170610-13,34.05
20170610-14,35.47
20170610-15,39.29
20170610-16,42.91
20170610-17,44.28
20170610-18,37.73
20170610-19,34.70
20170610-20,31.23
20170610-21,28.00
20170610-22,24.49
20170610-23,22.68
20170611-0,19.68
20170611-1,18.68
20170611-2,16.95
20170611-3,15.04
20170611-4,13.17
20170611-5,12.65
20170611-6,13.13
20170611-7,17.47
20170611-8,20.38
20170611-9,23.39
20170611-10,24.92
20170611-11,28.26
20170611-12,32.05
20170611-13,35.90
20170611-14,35.92
20170611-15,40.37
20170611-16,48.71
20170611-17,50.95
20170611-18,44.50
20170611-19,37.29
20170611-20,34.97
20170611-21,30.72
20170611-22,25.07
20170611-23,22.82
20170612-0,21.32
20170612-1,19.43
20170612-2,17.88
20170612-3,15.39
20170612-4,15.63
20170612-5,18.42
20170612-6,20.93
20170612-7,22.97
20170612-8,25.14
20170612-9,29.02
20170612-10,35.28
20170612-11,37.45
20170612-12,41.95
20170612-13,44.64
20170612-14,48.78
20170612-15,57.30
20170612-16,68.04
20170612-17,63.92
20170612-18,48.53
20170612-19,41.94
20170612-20,38.44
20170612-21,35.07
20170612-22,28.11
20170612-23,24.27
20170613-0,23.18
20170613-1,21.28
20170613-2,19.82
20170613-3,19.01
20170613-4,18.98
20170613-5,20.62
20170613-6,22.96
20170613-7,24.69
20170613-8,26.73
20170613-9,29.65
20170613-10,35.26
20170613-11,38.61
20170613-12,41.64
20170613-13,47.76
20170613-14,55.17
20170613-15,67.67
20170613-16,76.29
20170613-17,69.56
20170613-18,51.08
20170613-19,43.04
20170613-20,37.79
20170613-21,34.26
20170613-22,28.50
20170613-23,24.34
20170614-0,24.48
20170614-1,22.08
20170614-2,20.62
20170614-3,19.50
20170614-4,19.46
20170614-5,20.65
20170614-6,22.73
20170614-7,24.32
20170614-8,26.84
20170614-9,29.75
20170614-10,34.64
20170614-11,36.15
20170614-12,38.89
20170614-13,39.62
20170614-14,40.47
20170614-15,43.23
20170614-16,45.80
20170614-17,41.11
20170614-18,37.83
20170614-19,34.56
20170614-20,34.21
20170614-21,33.93
20170614-22,27.18
20170614-23,23.69
20170615-0,21.64
20170615-1,19.91
20170615-2,18.73
20170615-3,17.88
20170615-4,18.11
20170615-5,19.60
20170615-6,21.40
20170615-7,22.97
20170615-8,24.42
20170615-9,26.36
20170615-10,29.08
20170615-11,32.21
20170615-12,35.98
20170615-13,35.56
20170615-14,37.05
20170615-15,38.24
20170615-16,40.00
20170615-17,37.37
20170615-18,34.45
20170615-19,32.69
20170615-20,31.38
20170615-21,29.77
20170615-22,25.16
20170615-23,22.14
20170616-0,20.91
20170616-1,19.77
20170616-2,18.38
20170616-3,17.52
20170616-4,17.88
20170616-5,19.44
20170616-6,20.82
20170616-7,23.02
20170616-8,24.39
20170616-9,26.32
20170616-10,29.65
20170616-11,33.78
20170616-12,36.56
20170616-13,38.51
20170616-14,40.80
20170616-15,42.30
20170616-16,44.51
20170616-17,40.86
20170616-18,37.20
20170616-19,34.54
20170616-20,34.09
20170616-21,31.54
20170616-22,25.67
20170616-23,23.20
20170617-0,21.72
20170617-1,20.36
20170617-2,18.81
20170617-3,17.50
20170617-4,17.06
20170617-5,17.12
20170617-6,17.29
20170617-7,19.97
20170617-8,21.89
20170617-9,23.36
20170617-10,25.97
20170617-11,28.50
20170617-12,32.53
20170617-13,33.77
20170617-14,34.68
20170617-15,36.28
20170617-16,42.26
20170617-17,40.99
20170617-18,36.85
20170617-19,33.81
20170617-20,33.09
20170617-21,31.18
20170617-22,25.76
20170617-23,23.17
20170618-0,21.90
20170618-1,20.96
20170618-2,19.30
20170618-3,17.69
20170618-4,16.99
20170618-5,16.79
20170618-6,16.48
20170618-7,19.17
20170618-8,21.87
20170618-9,23.49
20170618-10,26.62
20170618-11,30.25
20170618-12,33.99
20170618-13,33.83
20170618-14,36.18
20170618-15,37.58
20170618-16,43.03
20170618-17,40.53
20170618-18,37.09
20170618-19,34.14
20170618-20,33.89
20170618-21,33.49
20170618-22,27.21
20170618-23,23.56
20170619-0,22.44
20170619-1,20.77
20170619-2,19.93
20170619-3,19.15
20170619-4,19.28
20170619-5,20.59
20170619-6,22.23
20170619-7,23.75
20170619-8,26.43
20170619-9,30.00
20170619-10,33.68
20170619-11,35.42
20170619-12,39.88
20170619-13,40.50
20170619-14,42.14
20170619-15,42.00
20170619-16,43.21
20170619-17,38.12
20170619-18,34.49
20170619-19,31.96
20170619-20,32.53
20170619-21,30.41
20170619-22,25.28
20170619-23,22.54
20170620-0,21.17
20170620-1,20.22
20170620-2,18.74
20170620-3,17.74
20170620-4,17.83
20170620-5,19.10
20170620-6,20.84
20170620-7,22.51
20170620-8,23.76
20170620-9,25.99
20170620-10,28.16
20170620-11,30.34
20170620-12,32.19
20170620-13,34.16
20170620-14,35.50
20170620-15,37.55
20170620-16,40.65
20170620-17,40.28
20170620-18,34.75
20170620-19,31.77
20170620-20,30.38
20170620-21,28.73
20170620-22,25.03
20170620-23,22.47
20170621-0,20.33
20170621-1,18.95
20170621-2,17.85
20170621-3,16.68
20170621-4,17.06
20170621-5,18.72
20170621-6,20.40
20170621-7,21.66
20170621-8,22.80
20170621-9,24.40
20170621-10,26.72
20170621-11,28.74
20170621-12,31.51
20170621-13,32.38
20170621-14,32.87
20170621-15,37.02
20170621-16,41.27
20170621-17,38.13
20170621-18,33.67
20170621-19,30.79
20170621-20,29.22
20170621-21,28.01
20170621-22,24.71
20170621-23,22.04
20170622-0,20.48
20170622-1,19.42
20170622-2,18.16
20170622-3,16.98
20170622-4,17.21
20170622-5,18.85
20170622-6,19.98
20170622-7,21.92
20170622-8,24.53
20170622-9,26.70
20170622-10,30.13
20170622-11,34.61
20170622-12,37.57
20170622-13,40.39
20170622-14,42.40
20170622-15,46.89
20170622-16,54.47
20170622-17,51.16
20170622-18,41.33
20170622-19,38.00
20170622-20,38.41
20170622-21,35.55
20170622-22,27.61
20170622-23,24.86
20170623-0,22.29
20170623-1,21.05
20170623-2,19.67
20170623-3,18.99
20170623-4,18.97
20170623-5,20.20
20170623-6,22.18
20170623-7,22.93
20170623-8,25.16
20170623-9,27.02
20170623-10,29.16
20170623-11,33.67
20170623-12,36.33
20170623-13,37.84
20170623-14,39.80
20170623-15,41.35
20170623-16,43.68
20170623-17,40.50
20170623-18,35.49
20170623-19,31.31
20170623-20,30.77
20170623-21,30.21
20170623-22,25.54
20170623-23,23.26
20170624-0,22.38
20170624-1,21.25
20170624-2,20.73
20170624-3,19.46
20170624-4,18.89
20170624-5,19.08
20170624-6,19.50
20170624-7,20.95
20170624-8,22.87
20170624-9,25.15
20170624-10,27.40
20170624-11,29.11
20170624-12,33.38
20170624-13,34.74
20170624-14,36.05
20170624-15,37.58
20170624-16,38.84
20170624-17,38.22
20170624-18,35.01
20170624-19,30.61
20170624-20,28.90
20170624-21,27.11
20170624-22,24.45
20170624-23,21.96
20170625-0,20.35
20170625-1,19.13
20170625-2,16.96
20170625-3,15.41
20170625-4,14.39
20170625-5,13.13
20170625-6,12.18
20170625-7,14.87
20170625-8,18.81
20170625-9,20.46
20170625-10,22.23
20170625-11,23.88
20170625-12,25.11
20170625-13,25.79
20170625-14,26.91
20170625-15,27.68
20170625-16,27.94
20170625-17,28.14
20170625-18,27.48
20170625-19,26.38
20170625-20,26.29
20170625-21,25.78
20170625-22,21.96
20170625-23,19.86
20170626-0,18.08
20170626-1,16.14
20170626-2,13.25
20170626-3,12.71
20170626-4,13.13
20170626-5,14.52
20170626-6,18.61
20170626-7,20.42
20170626-8,21.56
20170626-9,22.79
20170626-10,23.61
20170626-11,24.55
20170626-12,25.09
20170626-13,25.91
20170626-14,26.70
20170626-15,27.20
20170626-16,27.57
20170626-17,27.39
20170626-18,26.34
20170626-19,24.93
20170626-20,25.11
20170626-21,23.88
20170626-22,21.20
20170626-23,19.11
20170627-0,18.08
20170627-1,16.32
20170627-2,16.10
20170627-3,15.36
20170627-4,15.59
20170627-5,17.82
20170627-6,19.60
20170627-7,21.06
20170627-8,21.87
20170627-9,22.75
20170627-10,23.90
20170627-11,24.69
20170627-12,25.20
20170627-13,25.63
20170627-14,25.92
20170627-15,26.10
20170627-16,27.27
20170627-17,27.44
20170627-18,25.75
20170627-19,24.52
20170627-20,24.57
20170627-21,23.82
20170627-22,21.40
20170627-23,19.12
20170628-0,16.27
20170628-1,15.40
20170628-2,14.70
20170628-3,13.14
20170628-4,14.12
20170628-5,15.57
20170628-6,17.74
20170628-7,19.32
20170628-8,20.43
20170628-9,21.50
20170628-10,23.13
20170628-11,24.02
20170628-12,25.22
20170628-13,27.08
20170628-14,28.53
20170628-15,28.96
20170628-16,32.93
20170628-17,32.65
20170628-18,28.79
20170628-19,27.24
20170628-20,27.10
20170628-21,26.02
20170628-22,22.29
20170628-23,19.73
20170629-0,18.13
20170629-1,17.16
20170629-2,15.57
20170629-3,14.04
20170629-4,14.59
20170629-5,16.99
20170629-6,18.75
20170629-7,20.57
20170629-8,22.39
20170629-9,24.22
20170629-10,27.19
20170629-11,30.80
20170629-12,34.83
20170629-13,39.15
20170629-14,41.28
20170629-15,46.95
20170629-16,52.24
20170629-17,49.98
20170629-18,43.06
20170629-19,37.54
20170629-20,37.09
20170629-21,33.51
20170629-22,26.47
20170629-23,23.13
20170630-0,21.01
20170630-1,19.44
20170630-2,18.39
20170630-3,17.13
20170630-4,17.25
20170630-5,18.62
20170630-6,20.07
20170630-7,21.51
20170630-8,24.03
20170630-9,26.26
20170630-10,30.05
20170630-11,35.52
20170630-12,38.37
20170630-13,41.59
20170630-14,45.64
20170630-15,53.12
20170630-16,53.79
20170630-17,49.77
20170630-18,38.65
20170630-19,35.58
20170630-20,35.47
20170630-21,33.23
20170630-22,26.36
20170630-23,23.06
20170701-0,21.05
20170701-1,20.87
20170701-2,19.94
20170701-3,18.96
20170701-4,18.43
20170701-5,18.36
20170701-6,18.27
20170701-7,20.06
20170701-8,21.57
20170701-9,23.57
20170701-10,25.89
20170701-11,28.15
20170701-12,29.08
20170701-13,30.54
20170701-14,31.42
20170701-15,33.32
20170701-16,35.51
20170701-17,33.86
20170701-18,31.29
20170701-19,30.08
20170701-20,28.89
20170701-21,27.76
20170701-22,25.14
20170701-23,22.02
20170702-0,20.65
20170702-1,20.14
20170702-2,19.17
20170702-3,17.69
20170702-4,16.68
20170702-5,15.70
20170702-6,15.04
20170702-7,17.60
20170702-8,20.43
20170702-9,22.57
20170702-10,25.21
20170702-11,27.56
20170702-12,29.87
20170702-13,33.26
20170702-14,36.48
20170702-15,39.67
20170702-16,42.40
20170702-17,45.23
20170702-18,38.56
20170702-19,36.39
20170702-20,33.48
20170702-21,29.93
20170702-22,26.38
20170702-23,23.56
20170703-0,21.64
20170703-1,19.73
20170703-2,18.50
20170703-3,17.48
20170703-4,17.40
20170703-5,18.10
20170703-6,19.57
20170703-7,21.74
20170703-8,23.52
20170703-9,26.11
20170703-10,30.90
20170703-11,35.76
20170703-12,37.47
20170703-13,40.35
20170703-14,42.08
20170703-15,45.76
20170703-16,48.10
20170703-17,45.43
20170703-18,39.87
20170703-19,36.65
20170703-20,34.27
20170703-21,30.63
20170703-22,25.76
20170703-23,23.79
20170704-0,20.79
20170704-1,19.72
20170704-2,18.56
20170704-3,16.82
20170704-4,16.26
20170704-5,15.37
20170704-6,14.99
20170704-7,18.23
20170704-8,21.28
20170704-9,23.07
20170704-10,24.90
20170704-11,27.45
20170704-12,29.30
20170704-13,32.19
20170704-14,32.64
20170704-15,37.13
20170704-16,37.91
20170704-17,37.78
20170704-18,33.43
20170704-19,31.99
20170704-20,28.35
20170704-21,27.33
20170704-22,24.57
20170704-23,22.80
20170705-0,21.08
20170705-1,20.02
20170705-2,18.58
20170705-3,17.42
20170705-4,17.78
20170705-5,18.60
20170705-6,20.25
20170705-7,21.84
20170705-8,23.25
20170705-9,25.70
20170705-10,28.53
20170705-11,31.55
20170705-12,35.39
20170705-13,37.95
20170705-14,39.69
20170705-15,41.47
20170705-16,45.01
20170705-17,42.00
20170705-18,39.42
20170705-19,35.48
20170705-20,34.51
20170705-21,29.92
20170705-22,25.24
20170705-23,23.08
20170706-0,20.82
20170706-1,19.80
20170706-2,18.82
20170706-3,17.96
20170706-4,18.18
20170706-5,19.17
20170706-6,21.09
20170706-7,22.28
20170706-8,24.05
20170706-9,25.76
20170706-10,29.53
20170706-11,33.87
20170706-12,34.87
20170706-13,37.34
20170706-14,39.30
20170706-15,40.67
20170706-16,41.73
20170706-17,41.56
20170706-18,35.52
20170706-19,32.96
20170706-20,32.04
20170706-21,30.19
20170706-22,24.85
20170706-23,23.06
20170707-0,21.23
20170707-1,19.79
20170707-2,18.74
20170707-3,17.72
20170707-4,17.80
20170707-5,18.92
20170707-6,20.21
20170707-7,21.53
20170707-8,22.83
20170707-9,24.94
20170707-10,27.97
20170707-11,32.51
20170707-12,34.07
20170707-13,36.27
20170707-14,37.76
20170707-15,39.97
20170707-16,42.35
20170707-17,40.03
20170707-18,34.81
20170707-19,30.51
20170707-20,28.73
20170707-21,27.99
20170707-22,24.46
20170707-23,21.83
20170708-0,21.50
20170708-1,20.61
20170708-2,19.46
20170708-3,18.22
20170708-4,17.95
20170708-5,17.93
20170708-6,17.71
20170708-7,19.65
20170708-8,22.08
20170708-9,23.67
20170708-10,26.04
20170708-11,30.22
20170708-12,31.36
20170708-13,33.10
20170708-14,34.03
20170708-15,35.33
20170708-16,38.53
20170708-17,37.58
20170708-18,34.07
20170708-19,30.30
20170708-20,28.21
20170708-21,26.58
20170708-22,23.73
20170708-23,21.20
20170709-0,19.65
20170709-1,18.96
20170709-2,18.20
20170709-3,16.39
20170709-4,14.62
20170709-5,13.45
20170709-6,9.23
20170709-7,13.97
20170709-8,19.53
20170709-9,20.76
20170709-10,22.09
20170709-11,23.85
20170709-12,25.37
20170709-13,27.01
20170709-14,29.74
20170709-15,30.14
20170709-16,33.34
20170709-17,34.08
20170709-18,32.12
20170709-19,30.21
20170709-20,27.81
20170709-21,26.07
20170709-22,23.03
20170709-23,21.09
20170710-0,18.67
20170710-1,17.77
20170710-2,16.98
20170710-3,14.84
20170710-4,15.75
20170710-5,17.45
20170710-6,18.76
20170710-7,20.76
20170710-8,22.25
20170710-9,24.49
20170710-10,27.91
20170710-11,32.30
20170710-12,35.24
20170710-13,38.15
20170710-14,41.12
20170710-15,42.78
20170710-16,45.58
20170710-17,46.92
20170710-18,40.70
20170710-19,35.99
20170710-20,36.17
20170710-21,30.56
20170710-22,25.15
20170710-23,23.23
20170711-0,21.23
20170711-1,20.28
20170711-2,19.35
20170711-3,18.62
20170711-4,18.71
20170711-5,19.63
20170711-6,21.12
20170711-7,22.32
20170711-8,24.61
20170711-9,26.72
20170711-10,31.42
20170711-11,35.70
20170711-12,38.91
20170711-13,41.10
20170711-14,44.92
20170711-15,48.80
20170711-16,56.43
20170711-17,52.89
20170711-18,43.65
20170711-19,37.90
20170711-20,36.27
20170711-21,33.91
20170711-22,26.76
20170711-23,24.56
